Search Results,"(""capri-sun"" OR ""capri sun"") AND (""quality"" OR ""genuine"" OR ""authentic"" OR ""sophisticated"" OR ""novel"" OR ""young"" OR ""refreshing"" OR ""cool"" OR ""comforting"" OR ""relaxing"" OR ""fun"" OR ""good"" OR ""great"" OR ""tasty"" OR ""inspirational"" OR ""optimistic"" OR ""happy"" OR ""confident"" OR ""cynical"" OR ""ambitious"" OR ""selfish"" OR ""superstitious"" OR ""practical"" OR ""creative"" OR ""emotional"" OR ""stylish"" OR ""impulsive"" OR ""political"" OR ""responsible"" OR ""spiritual"") between 20-Mar-2013 and 18-Sep-2013 language=English in Twitter",19800 total results,Showing from 1 to 15000,,,,,,,,,,
,,,,,,,,,,,,,
host,link,time,auth,follower,following,age,gender,country,location,sentiment,contents,uniqueid,authname
http://twitter.com/paigeklecze97,http://twitter.com/PaigeKlecze97/statuses/338480159667675137,2013-05-26T02:22:13Z,3,156,351,,,US,"Medford, WI",,Were addicted to Capri Sun!! Okay  it's just me. :) #happy #addiction #yummy http://t.co/hpGYprqe1i,3.3848E+17,Paige C. Kleczewski
http://twitter.com/titojacksonn,http://twitter.com/titojacksonn/statuses/338475198112215040,2013-05-26T02:02:30Z,5,437,678,,,,,,RT @Jackie_Chan__ Tried to get the straw in my capri sun and it bursted all over my pajamas  so far off to a great start,3.38475E+17,King Tito Approx
http://twitter.com/__lokodopee,http://twitter.com/__LokoDopee/statuses/338471041691164675,2013-05-26T01:45:59Z,4,160,149,,,,,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38471E+17,Dreamchaser
http://twitter.com/fjrabon,http://twitter.com/fjrabon/statuses/338466103753834497,2013-05-26T01:26:22Z,6,909,194,,,,,,RT @Gandhi_And_Pie Great  now all I want are those cinnamon Eggo waffles and the alcoholic Capri Sun things.,3.38466E+17,Franklin Rabon
http://twitter.com/princesslern,http://twitter.com/PrincessLern/statuses/338465992730619904,2013-05-26T01:25:55Z,5,365,71,,,,Highway to the Danger Zone,,@Gandhi_And_Pie alcoholic Capri Sun things are good. Some are like 10% ABV!,3.38466E+17,Lauren
http://twitter.com/gandhi_and_pie,http://twitter.com/Gandhi_And_Pie/statuses/338464965222617089,2013-05-26T01:21:50Z,6,1103,724,,,,In Between,,Great  now all I want are those cinnamon Eggo waffles and the alcoholic Capri Sun things.,3.38465E+17,ɠąŋđɧïąŋđþïε
http://twitter.com/littleford92,http://twitter.com/LittleFord92/statuses/338460528928227330,2013-05-26T01:04:13Z,4,153,180,,,US,"Charlotte,NC",,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38461E+17,FordJoshua92
http://twitter.com/bbskaff,http://twitter.com/BBSkaff/statuses/338460171619692544,2013-05-26T01:02:47Z,5,336,438,,,,Penny Lane,,I forgot how good Capri Sun is 😋,3.3846E+17,Brianna Skaff
http://twitter.com/tosin_xox,http://twitter.com/Tosin_Xox/statuses/338455440834826240,2013-05-26T00:43:59Z,5,616,796,,,,(The Shire),,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38455E+17,#TeamMonae♡
http://twitter.com/locusteater_,http://twitter.com/locusteater_/statuses/338454358071066624,2013-05-26T00:39:41Z,5,236,124,,,US,Western Massachusetts,,"My cashier was a young man and he saw my empty Capri Sun pouch and I looked him dead in the eye & said ""I swear I brought this in with me.""",3.38454E+17,Magdalene Taylor
http://twitter.com/atomlean,http://twitter.com/atomlean/statuses/338451474415751168,2013-05-26T00:28:14Z,5,330,298,,,,702 775 715,,I wana go back to life when I needed was a dump truck  sand box an a Capri Sun to make me happy,3.38451E+17,Adam
http://twitter.com/emmatrione,http://twitter.com/EmmaTrione/statuses/338442888910356480,2013-05-25T23:54:07Z,5,547,1145,,,,,,I've got my capri sun I'm happy now:) #respectthepouch,3.38443E+17,Emma Trione
http://twitter.com/saad_khan33,http://twitter.com/Saad_khan33/statuses/338442060770189312,2013-05-25T23:50:49Z,7,6691,6690,,,,,,It's all fun and games until you realize your Capri-Sun has no straw.,3.38442E+17,Saad Khan
http://twitter.com/viraje_ahora,http://twitter.com/Viraje_Ahora/statuses/338442049755951104,2013-05-25T23:50:47Z,5,471,238,,,GB,"Liverpool, England",,RT @YABOY_LIL_TOMMY Capri Sun and animal crackers. This is going to be a good night #turnup,3.38442E+17,Joda♐
http://twitter.com/3njoy5hit,http://twitter.com/3njoy5hit/statuses/338441104762494976,2013-05-25T23:47:01Z,2,43,68,,,,,,My house: too much food  too much fun  not enough capri sun,3.38441E+17,Memorable Petunia
http://twitter.com/misan_exclusive,http://twitter.com/Misan_exclusive/statuses/338438357296218113,2013-05-25T23:36:06Z,4,146,136,,,,Everywhere,,It's all fun and games until you realize your Capri Sun has no straw,3.38438E+17,Michael
http://twitter.com/nikki_nikkks,http://twitter.com/Nikki_Nikkks/statuses/338436765343940610,2013-05-25T23:29:47Z,5,434,587,,,,Marylanddd,,RT @YABOY_LIL_TOMMY Capri Sun and animal crackers. This is going to be a good night #turnup,3.38437E+17,Nicolette
http://twitter.com/trap_boi_roc,http://twitter.com/Trap_Boi_Roc/statuses/338435823173238784,2013-05-25T23:26:02Z,4,144,229,,,,"Under da radar , boston area",,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38436E+17,Dinero Sig®
http://twitter.com/badgalnahj,http://twitter.com/badgalnahj/statuses/338434096869027842,2013-05-25T23:19:11Z,5,544,189,,,,June teh 11,,This Capri sun tooo good,3.38434E+17,nahja
http://twitter.com/boutthatlife92,http://twitter.com/BoutThatLife92/statuses/338433353441230849,2013-05-25T23:16:13Z,4,244,247,,,,,,RT @YABOY_LIL_TOMMY: Capri Sun and animal crackers. This is going to be a good night #turnup,3.38433E+17,Elmo's World
http://twitter.com/juliiemila,http://twitter.com/JuliieMila/statuses/338432840427511809,2013-05-25T23:14:11Z,5,618,683,,,,i really miss u #IAG,,RT @YABOY_LIL_TOMMY Capri Sun and animal crackers. This is going to be a good night #turnup,3.38433E+17,crazy mofoz
http://twitter.com/lj_ruhe,http://twitter.com/LJ_Ruhe/statuses/338432803047886849,2013-05-25T23:14:02Z,4,294,279,,,US,"Bowling Green, OH",,Every young adult is drinking Pepsi  Mountain Dew  Water  etc... And here I am  the only one drinking Capri-sun,3.38433E+17,Lee Jay
http://twitter.com/yaboy_lil_tommy,http://twitter.com/YABOY_LIL_TOMMY/statuses/338432279602929664,2013-05-25T23:11:57Z,6,3793,4144,,,,,,Capri Sun and animal crackers. This is going to be a good night #turnup,3.38432E+17,Tommy Pickles
http://twitter.com/aishaa_n,http://twitter.com/Aishaa_N/statuses/338427831199612930,2013-05-25T22:54:17Z,6,612,237,,,,Abuja ..,,RT @Bad_Spongebob It's all fun and games until you realize your Capri Sun has no straw 😦,3.38428E+17,Aisha
http://twitter.com/sipmy_capri_sun,http://twitter.com/SipMy_Capri_Sun/statuses/338427074555568128,2013-05-25T22:51:16Z,5,499,508,,,,,,Im fake new to twitter thats a good thing ? RT @MyLifeAs_Neesh: favorite my pictures  I like that💁,3.38427E+17,❤Ace❤
http://twitter.com/itzjinx,http://twitter.com/itzJinx/statuses/338425281532542978,2013-05-25T22:44:09Z,6,860,487,,,,,,RT @Bad_Spongebob It's all fun and games until you realize your Capri Sun has no straw 😦,3.38425E+17,Ibrahim
http://twitter.com/sipmy_capri_sun,http://twitter.com/SipMy_Capri_Sun/statuses/338424494949552129,2013-05-25T22:41:01Z,5,499,508,,,,,,Cool story bro RT @Smush_55: They act like they wish me well   so I act like I believe them ?,3.38424E+17,❤Ace❤
http://twitter.com/amashley_,http://twitter.com/amAshleY_/statuses/338424376179433473,2013-05-25T22:40:33Z,6,1224,342,,,,ˆ⌣ˆ,,RT @Bad_Spongebob It's all fun and games until you realize your Capri Sun has no straw 😦,3.38424E+17,Ayshatu
http://twitter.com/bad_spongebob,http://twitter.com/Bad_Spongebob/statuses/338423345626370048,2013-05-25T22:36:27Z,7,2141,568,,,,Africa.,,It's all fun and games until you realize your Capri Sun has no straw 😦,3.38423E+17,☞ Òluwa-Bad'G
http://twitter.com/prissyboomaya,http://twitter.com/PrissyBooMaya/statuses/338416916362313730,2013-05-25T22:10:55Z,5,464,480,,,US,Orlando Florida,,It's all fun and games until you realize your Capri Sun has no straw,3.38417E+17,IG:PRISSYGIRLMAYA_X3
http://twitter.com/ankl3biterr,http://twitter.com/ankl3biterr/statuses/338414898646241282,2013-05-25T22:02:53Z,4,206,182,,,,,,All I want is capri sun and a double pepperoni pizza  someone make me happy?,3.38415E+17,Bellatrix Lestrange
http://twitter.com/quote63066453,http://twitter.com/Quote63066453/statuses/338410733228404737,2013-05-25T21:46:20Z,3,60,126,,,GB,Birmingham,,RT @Genielleee It's all fun and games until you realise your Capri sun hasn't got a straw...,3.38411E+17,Teenage Dream
http://twitter.com/iminawonderland,http://twitter.com/ImInAWonderland/statuses/338408653939933184,2013-05-25T21:38:05Z,5,335,462,,,,Rainy Kerry,,RT @indecisivecxnt live fast die young drink capri sun,3.38409E+17,Alice O'C
http://twitter.com/indecisivecxnt,http://twitter.com/indecisivecxnt/statuses/338408594145939456,2013-05-25T21:37:50Z,5,366,161,,,,and i should be,,live fast die young drink capri sun,3.38409E+17,
http://twitter.com/amiepatrickxxx,http://twitter.com/amiepatrickxxx/statuses/338406895503163392,2013-05-25T21:31:05Z,4,141,35,,,,"Andover, Hampshire",,RT @BrianD92 It's all fun and games until you realize your Capri Sun has no straw,3.38407E+17,Amie Patrick
http://twitter.com/kathryn116,http://twitter.com/kathryn116/statuses/338401573355020288,2013-05-25T21:09:56Z,1,13,41,,,,,,Capri-sun is so good #addicted,3.38402E+17,kathryn
http://twitter.com/thisisjoelchase,http://twitter.com/thisisjoelchase/statuses/338395929537294336,2013-05-25T20:47:31Z,4,141,95,,,SJ,SJ/215,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38396E+17,joel chase
http://twitter.com/jjstray,http://twitter.com/jjstray/statuses/338395492767629312,2013-05-25T20:45:47Z,4,337,324,,,,,,RT @__lilyoflynn Nothing like a good strong Capri-Sun on a saturday night,3.38395E+17,jjstray✌
http://twitter.com/cc_cashcriminal,http://twitter.com/CC_CashCriminal/statuses/338394993553190912,2013-05-25T20:43:48Z,5,826,764,,,,#4hunnid°,,"It's all fun and games until you realize your Capri Sun has no straw""",3.38395E+17,Fuck Yu Looking At?
http://twitter.com/zahra_al10,http://twitter.com/zahra_al10/statuses/338393737145233412,2013-05-25T20:38:48Z,5,1007,822,,,,Somewhere in the world ✌,,RT @BrianD92 It's all fun and games until you realize your Capri Sun has no straw,3.38394E+17,Zahra Almosawi♔
http://twitter.com/dondivaapproved,http://twitter.com/DonDivaapproved/statuses/338392550249463808,2013-05-25T20:34:05Z,6,773,251,,,,O-City シBOSS'D UP ENT,,RT @918TRAP It's all fun and games until you realize your Capri Sun has no straw the fuck? :(,3.38393E+17,Hater Focused ♀♀
http://twitter.com/918trap,http://twitter.com/918TRAP/statuses/338390062926528512,2013-05-25T20:24:12Z,9,35318,8234,,,US,Dallas tx,,It's all fun and games until you realize your Capri Sun has no straw the fuck? :(,3.3839E+17,DonDon TRAPBEATz
http://twitter.com/d0the_r0ar,http://twitter.com/d0the_r0ar/statuses/338388212500291584,2013-05-25T20:16:51Z,5,526,518,,,YE,yemen,,In bed with a Capri-Sun so I'm happy,3.38388E+17,Sonia.
http://twitter.com/nattatonka,http://twitter.com/Nattatonka/statuses/338386800601092096,2013-05-25T20:11:14Z,4,148,177,,,US,Hills of Pennsylvania,,@fungrimmiegirl Their lemonade is pretty good but my favorite lemonade is country time mix or Capri Sun,3.38387E+17,Natalie ♥'s Tatonka
http://twitter.com/sajiyaalii,http://twitter.com/SajiyaAlii/statuses/338386236207153152,2013-05-25T20:09:00Z,5,705,506,,,,LandSunder.,,RT @BrianD92 It's all fun and games until you realize your Capri Sun has no straw,3.38386E+17,IG: sajiyaali
http://twitter.com/greg_reid,http://twitter.com/greg_Reid/statuses/338382660730761217,2013-05-25T19:54:47Z,4,303,298,,,,portsmouth,,RT @__lilyoflynn Nothing like a good strong Capri-Sun on a saturday night,3.38383E+17,Greg Reid
http://twitter.com/colette_keane,http://twitter.com/Colette_Keane/statuses/338382551586574337,2013-05-25T19:54:21Z,4,122,142,,,,,,RT @Genielleee It's all fun and games until you realise your Capri sun hasn't got a straw...,3.38383E+17,Colette♡
http://twitter.com/kgkeane158,http://twitter.com/kgkeane158/statuses/338381451336744961,2013-05-25T19:49:59Z,5,507,462,,,,home sweet home,,RT @Genielleee It's all fun and games until you realise your Capri sun hasn't got a straw...,3.38381E+17,blue eyed brunette
http://twitter.com/rames_jobinson,http://twitter.com/Rames_Jobinson/statuses/338380752322433024,2013-05-25T19:47:12Z,3,84,74,,,,,,RT @Jakeyboy845 If she drinks Capri sun on the island she's too young for you bro,3.38381E+17,james robinson
http://twitter.com/carley_cole,http://twitter.com/carley_cole/statuses/338380622970097664,2013-05-25T19:46:41Z,3,92,155,,,,,,RT @Seanbrochill17 Its all fun and games until you realize your Capri Sun doesn't have a straw.,3.38381E+17,Carley Cole
http://twitter.com/eazy_z_89,http://twitter.com/Eazy_Z_89/statuses/338379326129053697,2013-05-25T19:41:32Z,6,1171,872,,,,Doin da salsa in some pussy,,I'm on the porch drinking Capri Sun watching these bad ass kids run around....dem good days....,3.38379E+17,I Have No Chill
http://twitter.com/___jake,http://twitter.com/___jake/statuses/338378755816960000,2013-05-25T19:39:16Z,5,354,266,,,,Gosport,,RT @__lilyoflynn Nothing like a good strong Capri-Sun on a saturday night,3.38379E+17,Jake
http://twitter.com/__lilyoflynn,http://twitter.com/__lilyoflynn/statuses/338378282804338688,2013-05-25T19:37:24Z,5,412,314,,,GB,"Portsmouth, UK",,Nothing like a good strong Capri-Sun on a saturday night,3.38378E+17,Lily O'Flynn
http://twitter.com/shinyblackboy,http://twitter.com/ShinyBlackBoy/statuses/338378154072739840,2013-05-25T19:36:53Z,5,778,668,,,GB,London,,RT @Genielleee It's all fun and games until you realise your Capri sun hasn't got a straw...,3.38378E+17,Samuel-Eliud
http://twitter.com/hakunaamatataxx,http://twitter.com/HakunaaMatataxx/statuses/338376567577247744,2013-05-25T19:30:35Z,7,8197,8195,,,,Honey Pot,,RT @Genielleee It's all fun and games until you realise your Capri sun hasn't got a straw...,3.38377E+17,Amberrr :D
http://twitter.com/abigaild6,http://twitter.com/AbigailD6/statuses/338376445749493760,2013-05-25T19:30:06Z,5,551,441,,,,Milledgeville,,RT @Seanbrochill17 Its all fun and games until you realize your Capri Sun doesn't have a straw.,3.38376E+17,Abigail Dillon
http://twitter.com/raskamadison,http://twitter.com/RaskaMadison/statuses/338373344925720579,2013-05-25T19:17:46Z,4,239,181,,,,Dale Ragle gang or die,,RT @Lil_Papa24 Biggest Pet peeve when someone take the last capri sun then leaves the box there. Good burn,3.38373E+17,Madison
http://twitter.com/j_nav,http://twitter.com/J_Nav/statuses/338370266918944768,2013-05-25T19:05:32Z,3,161,841,,,US,"Lincoln, Nebraska",,RT @Lil_Papa24 Biggest Pet peeve when someone take the last capri sun then leaves the box there. Good burn,3.3837E+17,John Navarrete
http://twitter.com/lil_papa24,http://twitter.com/Lil_Papa24/statuses/338370114737029120,2013-05-25T19:04:56Z,5,370,169,,,,,,Biggest Pet peeve when someone take the last capri sun then leaves the box there. Good burn,3.3837E+17,The One And Only
http://twitter.com/seanbrochill17,http://twitter.com/Seanbrochill17/statuses/338370029307432960,2013-05-25T19:04:36Z,3,72,144,,,,,,Its all fun and games until you realize your Capri Sun doesn't have a straw.,3.3837E+17,Seanders
http://twitter.com/genielleee,http://twitter.com/Genielleee/statuses/338369525835784192,2013-05-25T19:02:36Z,5,1340,1352,,,GB,London,,It's all fun and games until you realise your Capri sun hasn't got a straw...,3.3837E+17,Genielle Alliyah
http://twitter.com/emily_mwilliams,http://twitter.com/Emily_MWilliams/statuses/338363915996123136,2013-05-25T18:40:18Z,4,299,429,,,GB,Great Britain,,live fast die young drink capri sun,3.38364E+17,EmilytheEwok
http://twitter.com/gregkallman,http://twitter.com/GregKallman/statuses/338359435825123329,2013-05-25T18:22:30Z,4,132,100,,,,Port Orange,,RT @Jakeyboy845 If she drinks Capri sun on the island she's too young for you bro,3.38359E+17,Gregory Kallman
http://twitter.com/ch0lay,http://twitter.com/ch0lay/statuses/338358821791604736,2013-05-25T18:20:04Z,4,81,66,,,,Eric Forman's basement,,Mom hooked it up with two boxes of Capri Sun. Good lookin out  ma,3.38359E+17,chloe
http://twitter.com/nisheta1999,http://twitter.com/nisheta1999/statuses/338357996486795266,2013-05-25T18:16:47Z,4,400,1030,,,,,,RT @ItsAminaaa *Im on that good kush on alcohol* No your not stfu & go drink your capri Sun.,3.38358E+17,ForeverAntiZahra
http://twitter.com/jono_ohno,http://twitter.com/JonO_ohNO/statuses/338357211485073408,2013-05-25T18:13:40Z,3,75,120,,,US,San antonio TX,,It's always a good day when you get a free Capri sun,3.38357E+17,Jonathan San Miguel
http://twitter.com/jakeyboy845,http://twitter.com/Jakeyboy845/statuses/338356885579247616,2013-05-25T18:12:22Z,3,70,103,,,,,,If she drinks Capri sun on the island she's too young for you bro,3.38357E+17,jake bushelon
http://twitter.com/c0nfusednarwhal,http://twitter.com/c0nfusednarwhal/statuses/338350473465692160,2013-05-25T17:46:53Z,7,3457,2073,,,,"go to hell, for heaven's sake.",,today has been such a good day oh my god. i got a pretzel  saw 10-year old pouters  got a capri sun  met batman and the joy of slow-walkers.,3.3835E+17,｡◕‿◕｡
http://twitter.com/meliremy,http://twitter.com/MeliRemy/statuses/338348367388225536,2013-05-25T17:38:31Z,5,446,260,,,,"ÜT: 42.308816,-71.065274",,😂..👌RT @Johnhype617: @MeliRemy lol it's all good I like Capri sun more anyways !,3.38348E+17,Melissa Remy 
http://twitter.com/johnhype617,http://twitter.com/Johnhype617/statuses/338348163016564736,2013-05-25T17:37:42Z,7,2917,1555,,,,Where the cash at,,@MeliRemy lol it's all good I like Capri sun more anyways !,3.38348E+17,Christopher Dudus
http://twitter.com/xxjeta,http://twitter.com/XxJeta/statuses/338347727874310144,2013-05-25T17:35:59Z,4,255,242,,,GB,England/Kosovo,,RT @ItsAminaaa *Im on that good kush on alcohol* No your not stfu & go drink your capri Sun.,3.38348E+17,Jeta ♡✪
http://twitter.com/blerinaa_januzi,http://twitter.com/Blerinaa_Januzi/statuses/338347319869181952,2013-05-25T17:34:21Z,5,611,473,,,,,,RT @ItsAminaaa *Im on that good kush on alcohol* No your not stfu & go drink your capri Sun.,3.38347E+17,MAZACAR! ;Myndless
http://twitter.com/fanciekerry,http://twitter.com/fanciekerry/statuses/338345251326537728,2013-05-25T17:26:08Z,4,217,200,,,CY,Cyprus,,RT @lanke_b it's all fun and games until you realize your Capri Sun has no straw,3.38345E+17,Knee-feh-mee
http://twitter.com/lanke_b,http://twitter.com/lanke_b/statuses/338344918990876672,2013-05-25T17:24:49Z,5,363,315,,,,unknown,,it's all fun and games until you realize your Capri Sun has no straw,3.38345E+17,Dj Friend zone
http://twitter.com/_moriahnicole,http://twitter.com/_MoriahNicole/statuses/338341416302411779,2013-05-25T17:10:54Z,5,333,278,,,US,"Acworth, Ga",,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38341E+17,Tree Junkie
http://twitter.com/its_mariamel,http://twitter.com/Its_MariamEl/statuses/338339303505674241,2013-05-25T17:02:30Z,4,220,185,,,,,,RT @ItsAminaaa *Im on that good kush on alcohol* No your not stfu & go drink your capri Sun.,3.38339E+17,Mariaam
http://twitter.com/awkward_fun,http://twitter.com/Awkward_Fun/statuses/338338793549619200,2013-05-25T17:00:29Z,9,76219,47558,,,,,,That awkward moment when the Kool-Aid man breaks through your wall and you're sipping Capri Sun.,3.38339E+17,High School Problems
http://twitter.com/corey_fox22,http://twitter.com/Corey_Fox22/statuses/338336221879222272,2013-05-25T16:50:15Z,4,138,156,,,,,,It's all fun and games until you realize your Capri Sun has no straw,3.38336E+17,Corey Foxworth
http://twitter.com/thehaysterr,http://twitter.com/thehaysterr/statuses/338332874476511234,2013-05-25T16:36:57Z,4,109,101,,,,um,,Capri sun is so good I just,3.38333E+17,haleyॐ
http://twitter.com/wmakki,http://twitter.com/wmakki/statuses/338316389498626050,2013-05-25T15:31:27Z,3,56,88,,,,,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38316E+17,Waseem Makki
http://twitter.com/jras23,http://twitter.com/jras23/statuses/338313028279877633,2013-05-25T15:18:06Z,4,98,199,,,BB,Barbados aka Bimshire,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38313E+17,JayJay the Jet Plane
http://twitter.com/_ogpimp_,http://twitter.com/_OGPimp_/statuses/338311774614982658,2013-05-25T15:13:07Z,4,191,134,,,,Pimp Lifee.....,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38312E+17,Kellie Y.
http://twitter.com/dazeandnightz,http://twitter.com/dazeandnightz/statuses/338304211555061761,2013-05-25T14:43:04Z,3,67,263,,,,,,RT @ItsAminaaa *Im on that good kush on alcohol* No your not stfu & go drink your capri Sun.,3.38304E+17,Caleb J.
http://twitter.com/sipmy_capri_sun,http://twitter.com/SipMy_Capri_Sun/statuses/338293964811681792,2013-05-25T14:02:21Z,5,499,508,,,,,,RT @thing1_tc I love down to earth  chill  & fun people. 😄Hate cocky stuck up dhs who's too good for everything😒,3.38294E+17,❤Ace❤
http://twitter.com/j9gezzmo,http://twitter.com/j9gezzmo/statuses/338292955150417920,2013-05-25T13:58:20Z,3,106,384,,,,,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38293E+17,♥NeNe♥
http://twitter.com/pratt_attack_45,http://twitter.com/Pratt_Attack_45/statuses/338287320010731520,2013-05-25T13:35:56Z,4,320,513,,,US,Van Wert,,"""@GuyCodes: I bet heroin addicts can open a Capri sun on the first try."" Then a good 50% of Van Wert can do this...smh",3.38287E+17,Jason Pratt
http://twitter.com/sipmy_capri_sun,http://twitter.com/SipMy_Capri_Sun/statuses/338285656897888256,2013-05-25T13:29:20Z,5,499,508,,,,,,I'm cool if I go bald loosing 3 more strands of hair can't hurt 😁😂,3.38286E+17,❤Ace❤
http://twitter.com/001jaymie,http://twitter.com/001Jaymie/statuses/338280210803867648,2013-05-25T13:07:41Z,6,1289,1225,,,,Where I'm at,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.3828E+17,ő.Ő»Ĵåmìíĕ«Ő.ő
http://twitter.com/tiscakayy,http://twitter.com/TiscaKayy/statuses/338278920682094593,2013-05-25T13:02:34Z,5,610,388,,,,con mi novio,,"""@SmokeyComedyy: It's all fun and games until you realize your Capri Sun has no straw""",3.38279E+17,Awkward
http://twitter.com/sipmy_capri_sun,http://twitter.com/SipMy_Capri_Sun/statuses/338277149947613184,2013-05-25T12:55:32Z,5,499,508,,,,,,@DommievsAidah happy Anniversary 🎁🎉🎈,3.38277E+17,❤Ace❤
http://twitter.com/young_swift_yel,http://twitter.com/young_swift_yel/statuses/338277126157508609,2013-05-25T12:55:26Z,4,96,62,,,,,,RT @just_leakah Capri sun dat 5 second drink really does piss me off,3.38277E+17,IG BwoYellows
http://twitter.com/itsggbishes,http://twitter.com/itsggbishes/statuses/338275608427638784,2013-05-25T12:49:24Z,2,34,103,,,,,,RT @ItsAminaaa *Im on that good kush on alcohol* No your not stfu & go drink your capri Sun.,3.38276E+17,GG.
http://twitter.com/rahmabakar,http://twitter.com/rahmabakar/statuses/338275589448400896,2013-05-25T12:49:20Z,5,716,524,,,GB,UK,,RT @ItsAminaaa *Im on that good kush on alcohol* No your not stfu & go drink your capri Sun.,3.38276E+17,Rahmâ
http://twitter.com/itsaminaaa,http://twitter.com/ItsAminaaa/statuses/338274796259381248,2013-05-25T12:46:10Z,5,494,384,,,,@YourDadsHouse☑,,*Im on that good kush on alcohol* No your not stfu & go drink your capri Sun.,3.38275E+17,Aminaaaa
http://twitter.com/dizzydee6,http://twitter.com/Dizzydee6/statuses/338273697012006912,2013-05-25T12:41:48Z,4,248,243,,,US,Atlanta 2 da Tropicanna,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38274E+17,Sep-14
http://twitter.com/sipmy_capri_sun,http://twitter.com/SipMy_Capri_Sun/statuses/338273184400949249,2013-05-25T12:39:46Z,5,499,508,,,,,,They always have a size 3 I should be cool,3.38273E+17,❤Ace❤
http://twitter.com/bigterbear5,http://twitter.com/BigTerBear5/statuses/338271796648349698,2013-05-25T12:34:15Z,2,51,69,,,,,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38272E+17,Terry Davis
http://twitter.com/natemalett,http://twitter.com/natemalett/statuses/338269824557932544,2013-05-25T12:26:25Z,4,197,171,,,,,,"""@GuyCodes: I bet heroin addicts can open a Capri sun on the first try."" Hahahaha  this is great.",3.3827E+17,Nathan Jacob
http://twitter.com/young_tyrann,http://twitter.com/young_tyrann/statuses/338268079194779648,2013-05-25T12:19:29Z,5,382,434,,,,,,RT @GuyCodes I bet heroin addicts can open a Capri sun on the first try.,3.38268E+17,John..
http://twitter.com/sipmy_capri_sun,http://twitter.com/SipMy_Capri_Sun/statuses/338265759568494592,2013-05-25T12:10:16Z,5,499,508,,,,,,Salaams && good morning ppl,3.38266E+17,❤Ace❤
http://twitter.com/bovovovovovob,http://twitter.com/bovovovovovob/statuses/338254197482983424,2013-05-25T11:24:19Z,4,108,48,,,,,,mmm capri sun and oreos great lunch in my eyes,3.38254E+17,Matilda
http://twitter.com/lvltrippy,http://twitter.com/LVLTRIPPY/statuses/338241752739758080,2013-05-25T10:34:52Z,3,170,440,,,CA,"Springfield, Ma/Oakland, Ca",,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38242E+17,LVLXXIII
http://twitter.com/alfredomorreel,http://twitter.com/AlfredoMorreel/statuses/338239437576224770,2013-05-25T10:25:40Z,6,987,664,,,BE,"Schoten, Antwerp, Belgium",,THE MOTTO RT @CharlotteLepas: Live fast. Die young. Drink capri sun,3.38239E+17,Alfredo
http://twitter.com/janirodyns,http://twitter.com/janirodyns/statuses/338239047833108480,2013-05-25T10:24:07Z,4,246,244,,,,antwerp,,RT @CharlotteLepas Live fast. Die young. Drink capri sun,3.38239E+17,Jani Rodyns
http://twitter.com/ellngglmns,http://twitter.com/ellngglmns/statuses/338238899182772224,2013-05-25T10:23:32Z,5,458,199,,,BE,"Antwerp, Belgium",,RT @CharlotteLepas Live fast. Die young. Drink capri sun,3.38239E+17,Ellen
http://twitter.com/viogbrothers,http://twitter.com/vIogbrothers/statuses/338238320624672768,2013-05-25T10:21:14Z,4,119,201,,,,,,http://t.co/KtfNfoYcdo fun fact of the day i reblogged this while drinking a capri sun,3.38238E+17,amy °˖✧( ◕▽◕)✧˖°
http://twitter.com/charlottelepas,http://twitter.com/CharlotteLepas/statuses/338237581550551044,2013-05-25T10:18:18Z,4,240,426,,,,,,Live fast. Die young. Drink capri sun,3.38238E+17,Charlotte Lepas
http://twitter.com/selcenece,http://twitter.com/SelcenEce/statuses/338231912499912705,2013-05-25T09:55:46Z,3,77,32,,,,,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38232E+17,Selcen Ece Çalıskan
http://twitter.com/lolaagleed1,http://twitter.com/Lolaagleed1/statuses/338231309241561088,2013-05-25T09:53:22Z,5,381,230,,,,,,RT @condamn live fast die young drink capri sun,3.38231E+17,Lola
http://twitter.com/norcottannalee,http://twitter.com/Norcottannalee/statuses/338231069306396673,2013-05-25T09:52:25Z,4,141,193,,,,,,RT @condamn live fast die young drink capri sun,3.38231E+17,Asdfghjkl
