Search Results,"(""capri-sun"" OR ""capri sun"") AND (""quality"" OR ""genuine"" OR ""authentic"" OR ""sophisticated"" OR ""novel"" OR ""young"" OR ""refreshing"" OR ""cool"" OR ""comforting"" OR ""relaxing"" OR ""fun"" OR ""good"" OR ""great"" OR ""tasty"" OR ""inspirational"" OR ""optimistic"" OR ""happy"" OR ""confident"" OR ""cynical"" OR ""ambitious"" OR ""selfish"" OR ""superstitious"" OR ""practical"" OR ""creative"" OR ""emotional"" OR ""stylish"" OR ""impulsive"" OR ""political"" OR ""responsible"" OR ""spiritual"") between 20-Mar-2013 and 18-Sep-2013 language=English in Twitter",19800 total results,Showing from 1 to 15000,,,,,,,,,,
,,,,,,,,,,,,,
host,link,time,auth,follower,following,age,gender,country,location,sentiment,contents,uniqueid,authname
http://twitter.com/erobinson06,http://twitter.com/erobinson06/statuses/368524953638813696,2013-08-17T00:09:30Z,5,260,82,,,US,"Creston, Iowa",,Always a good trip to Sheila & Herman's when I can drink cherry Capri Sun & eat something chocolatey 👌,3.68525E+17,Emily Robinson
http://twitter.com/sipmy_capri_sun,http://twitter.com/SipMy_Capri_Sun/statuses/368523912235483136,2013-08-17T00:05:22Z,5,499,508,,,,,,RT @_ShannaNicole Emotional cheating is the worst kind,3.68524E+17,❤Ace❤
http://twitter.com/master_dingo,http://twitter.com/Master_Dingo/statuses/368521411435831296,2013-08-16T23:55:25Z,5,654,496,,,US,"Portland, OR",,@Redjakk Good news  neither the 6 volt or the 12 should do that on a trickle charge. No straw for the Capri Sun  though.,3.68521E+17,Jaime Kirk
http://twitter.com/_capri_sun,http://twitter.com/_Capri_Sun/statuses/368517001477492736,2013-08-16T23:37:55Z,4,129,113,,,,,,We all ugly but had fun with my girls today http://t.co/w38jdZWCCx,3.68517E+17,Yasmeen Capri
http://twitter.com/delaney_olinger,http://twitter.com/Delaney_Olinger/statuses/368516272901722112,2013-08-16T23:35:00Z,4,320,393,,,,,,RT @kayleewessel live fast die young drink capri sun,3.68516E+17,Delaney Olinger
http://twitter.com/_idkkatie,http://twitter.com/_idkkatie/statuses/368515720297971713,2013-08-16T23:32:49Z,5,391,201,,,,instagram: katieeannn_,,I just saw someone give a homeless man a Capri sun 😭❤ I love good people,3.68516E+17,Katie ∞
http://twitter.com/ajthird3,http://twitter.com/AJThird3/statuses/368515387744583680,2013-08-16T23:31:29Z,4,171,207,,,,,,RT @JamesGauldx its all fun and games til theres no straw in ur capri sun http://t.co/5xZ9ngMPCX,3.68515E+17,AJ Third
http://twitter.com/richard_tnt_ace,http://twitter.com/Richard_TNT_ACE/statuses/368512123250278402,2013-08-16T23:18:31Z,5,380,406,,,,,,"""@Da3ThreatLambda: @Richard_TNT_ACE u got capri sun or nahm"" lol fun Times! Trenton actually coming too",3.68512E+17,R.L Stine
http://twitter.com/sipmy_capri_sun,http://twitter.com/SipMy_Capri_Sun/statuses/368511751291015168,2013-08-16T23:17:02Z,5,499,508,,,,,,😴😴😴😴RT @DaSavage55st_: Y'all good for talkin on twitter  we good for sparkin on niggas,3.68512E+17,❤Ace❤
http://twitter.com/ktcarroll36,http://twitter.com/ktcarroll36/statuses/368509409850576896,2013-08-16T23:07:44Z,5,380,532,,,,hobart,,RT @kayleewessel live fast die young drink capri sun,3.68509E+17,katie ✌
http://twitter.com/kayleewessel,http://twitter.com/kayleewessel/statuses/368509367261224960,2013-08-16T23:07:34Z,5,400,329,,,US,IL,,live fast die young drink capri sun,3.68509E+17,Kaylee
http://twitter.com/holladayindasun,http://twitter.com/HOLLADAYindasun/statuses/368499386310856704,2013-08-16T22:27:54Z,4,244,196,,,,,,I love sipping capri sun with out a straw it just makes it so much more fun,3.68499E+17,Maris Hughes
http://twitter.com/allknowingdyldo,http://twitter.com/allknowingdyldo/statuses/368497126621196288,2013-08-16T22:18:55Z,5,394,207,,,,,,looking thug as fun sitting in traffic blasting Biggie and drinking a Capri sun.,3.68497E+17,Mother of Dragons
http://twitter.com/annasgillespie,http://twitter.com/annasgillespie/statuses/368492573960060929,2013-08-16T22:00:50Z,6,1215,376,,,GB,"Glasgow, Scotland.",,Love a good capri sun,3.68493E+17,anna
http://twitter.com/dbiesy,http://twitter.com/dbiesy/statuses/368492471430291456,2013-08-16T22:00:26Z,4,109,760,,,US,Colorado,,Rick loves a good Capri sun! https://t.co/AjcNEmegMd,3.68492E+17,Dani B
http://twitter.com/macbook101,http://twitter.com/MacBook101/statuses/368486362519175168,2013-08-16T21:36:09Z,5,349,478,,,,laying on the clouds,,RT @CauseWereHumor Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.68486E+17,K.I.D.S.
http://twitter.com/tafka_nia,http://twitter.com/TAFKA_Nia/statuses/368481816782454784,2013-08-16T21:18:05Z,5,551,330,,,,MSU's Favorite BK,,And a few weeks ago  mold was found in a Capri Sun pouch. I think I'm good on that...,3.68482E+17,"Saint TAFKAN, Esq."
http://twitter.com/leticiarosoffel,http://twitter.com/leticiarosoffel/statuses/368475945520201730,2013-08-16T20:54:46Z,1,28,23,,,PT,"Lisbon, Portugal",,"RT @LebogangGaleboe ""@WillyFerrell: Its all fun and games until you realize your Capri Sun has no straw? then shit gets real.""",3.68476E+17,leticia rosoff
http://twitter.com/bp_young_era,http://twitter.com/BP_Young_Era/statuses/368468596516605952,2013-08-16T20:25:33Z,5,573,473,,,,"Lafayette,Louisana",,@RexConn thugged out sipin a Capri sun..Fuck with a nigga😂😂😂😄,3.68469E+17,Michael Young
http://twitter.com/taylorbells08,http://twitter.com/TaylorBells08/statuses/368462046418845696,2013-08-16T19:59:32Z,5,465,465,,,US,Texas,,RT @Taylorabbott7 @NikeWithoutTheE @TaylorBells08 151! I mean if you just wanna drink Capri sun that's cool to!,3.68462E+17,Tay Tay❤✌∞
http://twitter.com/taylorabbott7,http://twitter.com/Taylorabbott7/statuses/368461717539262464,2013-08-16T19:58:13Z,5,417,472,,,US,Colorado,,@NikeWithoutTheE @TaylorBells08 151! I mean if you just wanna drink Capri sun that's cool to!,3.68462E+17,TaylorWayne
http://twitter.com/alicksgaskarth,http://twitter.com/alicksgaskarth/statuses/368455773552001024,2013-08-16T19:34:36Z,4,189,234,,,AU,western australia,,Another fun Capri sun fact: they taste great,3.68456E+17,scott mccall ✌
http://twitter.com/jodiehunter_,http://twitter.com/JodieHunter_/statuses/368455284261650432,2013-08-16T19:32:39Z,5,498,470,,,,,,capri-sun's would be so quality if they lasted longer than 5 seconds!☀😓,3.68455E+17,Jodie hunter
http://twitter.com/jodiehunter_,http://twitter.com/JodieHunter_/statuses/368455113394122753,2013-08-16T19:31:59Z,5,498,470,,,,,,capri-sun's would be so quality if they lastes more than 5 seconds!☀😓,3.68455E+17,Jodie hunter
http://twitter.com/andyswagsack,http://twitter.com/andyswagsack/statuses/368450836780691456,2013-08-16T19:14:59Z,4,369,641,,,AU,"perth, Australia",,RT @alicksgaskarth Fun Capri sun fact: caris didn't know what a Capri sun was and I got really upset,3.68451E+17,Caris
http://twitter.com/alicksgaskarth,http://twitter.com/alicksgaskarth/statuses/368450574338891776,2013-08-16T19:13:57Z,4,189,234,,,AU,western australia,,Fun Capri sun fact: caris didn't know what a Capri sun was and I got really upset,3.68451E+17,scott mccall ✌
http://twitter.com/gaffproductions,http://twitter.com/GaffProductions/statuses/368426947958697984,2013-08-16T17:40:04Z,6,1406,1359,,,IE,Ireland,,...exactly what I am gonna have tonight: a relaxing bath and a capri-sun *hihi* :D http://t.co/Q4nMim0mO3,3.68427E+17,Gaffey Productions
http://twitter.com/hannah_moulds,http://twitter.com/hannah_moulds/statuses/368426686435446784,2013-08-16T17:39:01Z,4,213,214,,,,,,Nothing like a cold refreshing capri sun! :),3.68427E+17,Hannah Moulds
http://twitter.com/thenotoriouspc,http://twitter.com/TheNotoriousPC/statuses/368419576486195201,2013-08-16T17:10:46Z,5,812,921,,,,Panhandling on IDGAF St.,,Beat it up real good  put her ass to sleep then I Crip walk round the house like Tyrese in Baby Boy in some tube socks sipping a Capri Sun!!,3.6842E+17,✈➖frank flight➖✈
http://twitter.com/p2xflashyfly_,http://twitter.com/P2xFlashyFly_/statuses/368414392431673345,2013-08-16T16:50:10Z,5,415,960,,,,ⓑⓡⓞⓝⓧ ↭ ⓟⓣ ⓒⓗⓐ®ⓛⓞⓣⓣⓔ,,You can not ! I repeat CAN NOT drink a Capri Sun slow.. That's shit taste toooo fcking good !,3.68414E+17,Peezy Da Don !
http://twitter.com/alauwasser,http://twitter.com/ALauwasser/statuses/368412144875761664,2013-08-16T16:41:14Z,4,126,641,,,US,Los Angeles,,The only reason I had any friends in grade school was cause I was really good at getting the straw into other people's Capri Sun.,3.68412E+17,Andrew Lauwasser
http://twitter.com/jamesgauldx,http://twitter.com/JamesGauldx/statuses/368405058980806656,2013-08-16T16:13:05Z,4,261,346,,,,,,its all fun and games til theres no straw in ur capri sun http://t.co/5xZ9ngMPCX,3.68405E+17,James Gauld
http://twitter.com/ayeitskt,http://twitter.com/Ayeitskt/statuses/368403998845718528,2013-08-16T16:08:52Z,4,196,165,,,US,"Buffalo, NY",,You know he's too young for you when he pulls a Capri sun out of a cooler. @alissaschiske,3.68404E+17,Katie O'Sullivan
http://twitter.com/tiphaniantoinet,http://twitter.com/TIPHANIANTOINET/statuses/368384832432517120,2013-08-16T14:52:42Z,5,539,129,,,,ATL via DET ✈✈,,RT @WeAllHateStack I'm happy as shit and they finding worms in beloved Capri Sun?! SATAN YOU BUSY AS FUCK  GET BACK BITCH NIGGA!,3.68385E+17,Mother Goose✨
http://twitter.com/stephanieangel,http://twitter.com/stephanieangel/statuses/368374743897878528,2013-08-16T14:12:37Z,4,333,289,,,US,"Lansing, Michigan",,Yet another reason Capri Sun isn't good for your kids. Howell Twp. woman says she found worm in drink. http://t.co/KeTzqhP2zT,3.68375E+17,stephanieangel
http://twitter.com/mr_smash_adams,http://twitter.com/Mr_Smash_Adams/statuses/368373851626803200,2013-08-16T14:09:04Z,6,1292,1231,,,,"ÜT: 41.796072,-87.630644",,RT @WeAllHateStack I'm happy as shit and they finding worms in beloved Capri Sun?! SATAN YOU BUSY AS FUCK  GET BACK BITCH NIGGA!,3.68374E+17,He Killed HisOwnName
http://twitter.com/weallhatestack,http://twitter.com/WeAllHateStack/statuses/368372460854325248,2013-08-16T14:03:33Z,6,1369,396,,,,ĐΣTЯӨIT,,I'm happy as shit and they finding worms in beloved Capri Sun?! SATAN YOU BUSY AS FUCK  GET BACK BITCH NIGGA!,3.68372E+17,STΔCKĐӨUGH
http://twitter.com/shannan0096,http://twitter.com/Shannan0096/statuses/368359338764554240,2013-08-16T13:11:24Z,5,377,508,,,GB,united kingdom,,So happy I had that capri sun,3.68359E+17,ShannAn
http://twitter.com/beccalaidlawx,http://twitter.com/beccalaidlawx/statuses/368336209900089344,2013-08-16T11:39:30Z,6,1273,1056,,,,18 and loving life!,,Just downed a Capri sun and it was not a good idea ah boke,3.68336E+17,Mardy Boob
http://twitter.com/lolz4lucy,http://twitter.com/lolz4lucy/statuses/368331973359837184,2013-08-16T11:22:40Z,5,470,615,,,,wwa tour 08.06.14 :),,live fast die young keep drinking capri sun,3.68332E+17,hello boybands
http://twitter.com/sipmy_capri_sun,http://twitter.com/SipMy_Capri_Sun/statuses/368329760092717056,2013-08-16T11:13:52Z,5,499,508,,,,,,As Salaamu Alaikum && Good Morning 😘,3.6833E+17,❤Ace❤
http://twitter.com/angiepangie486,http://twitter.com/angiepangie486/statuses/368313928881041408,2013-08-16T10:10:58Z,2,16,76,,,US,WEST COAST!(USA),,paxamericana: welcome to the friend zone. it’s a zone for friends. hang out  have fun  grab a capri sun.... http://t.co/8V8c3BC8qf,3.68314E+17,Angela
http://twitter.com/alexandramenz,http://twitter.com/alexandramenz/statuses/368310666949832705,2013-08-16T09:58:00Z,4,278,538,,,US,"Washington, DC/St. Louis, Mo.",,Throwback Thursday fun! Coloring books  Capri Sun and Uncrustables...oh my! #latergram #jones #tbt… http://t.co/i6ajqKZReb,3.68311E+17,Alex Menz
http://twitter.com/_sallyflaherty,http://twitter.com/_sallyflaherty/statuses/368288094543675392,2013-08-16T08:28:18Z,5,717,183,,,,,,Bacon and Philadelphia bagels and a Capri sun to cure me 👌 great night!,3.68288E+17,Sally Flaherty
http://twitter.com/nellcaine,http://twitter.com/NellCaine/statuses/368268935776698368,2013-08-16T07:12:11Z,5,372,216,,,,west warren,,@Kid_Frankie21 lmaoo hell naw but glue was good as hell im capri sun whem i.was im first grade,3.68269E+17,Big Nell Guwap
http://twitter.com/jami_maturi,http://twitter.com/jami_maturi/statuses/368261822798778368,2013-08-16T06:43:55Z,4,217,463,,,,,,RT @DannyTanner live fast die young drink capri sun,3.68262E+17,jami maturi
http://twitter.com/_theresaevlynng,http://twitter.com/_TheresaevLynng/statuses/368261108009668608,2013-08-16T06:41:04Z,0,0,51,,,,07-Nov,,It's all fun and games until you realize your Capri Sun has no straw  Then shit gets real,3.68261E+17,Theresa Lynn
http://twitter.com/mj19981,http://twitter.com/mj19981/statuses/368260150064209921,2013-08-16T06:37:16Z,4,133,311,,,,,,RT @kristianledger i always have a fridge full of Capri sun & that's what makes me happy,3.6826E+17,MIRANDA ⚡
http://twitter.com/kristianledger,http://twitter.com/kristianledger/statuses/368258722604146688,2013-08-16T06:31:36Z,5,285,109,,,,pineapple under the sea,,i always have a fridge full of Capri sun & that's what makes me happy,3.68259E+17,Kristian
http://twitter.com/xjustxjoeyx,http://twitter.com/xJustxJoeyx/statuses/368256974682861568,2013-08-16T06:24:39Z,4,158,146,,,,"King's Landing, Westeros",,Capri Sun is so refreshing,3.68257E+17,King Joei Targaryen✌
http://twitter.com/webbeezy,http://twitter.com/webbeezy/statuses/368256486763266048,2013-08-16T06:22:42Z,4,200,211,,,US,Las Vegas,,Is there anything more relaxing than pudding and a Capri sun?,3.68256E+17,Jared Webb
http://twitter.com/reagan_heaton,http://twitter.com/reagan_heaton/statuses/368252235806806017,2013-08-16T06:05:49Z,3,81,178,,,,,,wow this capri sun is really freaking great,3.68252E+17,:')
http://twitter.com/xxoohaley,http://twitter.com/XxOoHaley/statuses/368249722173009922,2013-08-16T05:55:50Z,4,265,287,,,US,"Oregon/Sandusky,Ohio",,Eating Doritos  drinking a Capri Sun & watching George Lopez. Life is good. ☺👌,3.6825E+17,HALEY ✝
http://twitter.com/hilariajbyork_,http://twitter.com/HilariajbYork_/statuses/368241623203053568,2013-08-16T05:23:39Z,0,0,64,,,,25-09-12 09-06-13,,It's all fun and games until you realize your Capri Sun has no straw  Then shit gets real,3.68242E+17,Hilaria York
http://twitter.com/_capri_sun,http://twitter.com/_Capri_Sun/statuses/368237794571071488,2013-08-16T05:08:26Z,4,129,113,,,,,,@__dar lol who rolled that up  its looking too good,3.68238E+17,Yasmeen Capri
http://twitter.com/endaoqdanielsc,http://twitter.com/EndaoqDanielsc/statuses/368233539068002304,2013-08-16T04:51:31Z,0,0,58,,,BR,São Paulo,,It's all fun and games until you realize your Capri Sun has no straw  Then shit gets real,3.68234E+17,Enda Daniels
http://twitter.com/_irmgardfpclemo,http://twitter.com/_IrmgardfpClemo/statuses/368224580168855552,2013-08-16T04:15:55Z,0,0,59,,,US,"RICHMOND,VA",,It's all fun and games until you realize your Capri Sun has no straw  Then shit gets real,3.68225E+17,Irmgard Clemons
http://twitter.com/masondecoteau,http://twitter.com/masondecoteau/statuses/368221659796209666,2013-08-16T04:04:19Z,5,563,432,,,US,USA - LA,,RT @myLE0 live fast die young drink capri sun,3.68222E+17,Mason
http://twitter.com/_kristantpsloan,http://twitter.com/_KristantpSloan/statuses/368216535921594368,2013-08-16T03:43:57Z,0,0,41,,,SA,"Lebanon , canada , RIYADH!!",,It's all fun and games until you realize your Capri Sun has no straw  Then shit gets real,3.68217E+17,Kristan Sloan
http://twitter.com/_capri_sun,http://twitter.com/_Capri_Sun/statuses/368213215702163456,2013-08-16T03:30:46Z,4,129,113,,,,,,RT @A_foranisah Gold:you cool and funny,3.68213E+17,Yasmeen Capri
http://twitter.com/_capri_sun,http://twitter.com/_Capri_Sun/statuses/368213093090099200,2013-08-16T03:30:17Z,4,129,113,,,,,,RT @quaronpickett60 Boys that think eatin pussy nasty are young bouls and girls that think sucking dick is nasty is little girls,3.68213E+17,Yasmeen Capri
http://twitter.com/kelswatrob,http://twitter.com/kelswatrob/statuses/368212446844289024,2013-08-16T03:27:43Z,5,383,349,,,,,,cravinggg a good ol fashioned Capri Sun right now,3.68212E+17,Kelso Trobes
http://twitter.com/jmcowan42,http://twitter.com/JmCowan42/statuses/368186937393164289,2013-08-16T01:46:21Z,4,136,166,,,US,Cookeville TN,,RT @YABOYLILB live fast die young drink capri sun,3.68187E+17,Jayce Cowan
http://twitter.com/archthecrown,http://twitter.com/archthecrown/statuses/368171233848086529,2013-08-16T00:43:57Z,6,1055,673,,,,,,I have Capri sun i'm so happy 👏🙅,3.68171E+17,Marlin☪
http://twitter.com/melanie89058803,http://twitter.com/Melanie89058803/statuses/368168729190105088,2013-08-16T00:33:59Z,2,54,51,,,,,,Fun fact of the day:Capri Sun is actually zebra piss🐴,3.68169E+17,Melanie Turner
http://twitter.com/yess_bri,http://twitter.com/yess_bri/statuses/368163573203087360,2013-08-16T00:13:30Z,5,336,236,,,,c a l i f o r n i a  †,,RT @YABOYLILB live fast die young drink capri sun,3.68164E+17,briana ❥
http://twitter.com/little__giant,http://twitter.com/little__GiANT/statuses/368162204144525314,2013-08-16T00:08:04Z,4,135,135,,,US,"Oxnard, CA",,RT @YABOYLILB live fast die young drink capri sun,3.68162E+17,ivonne baeza
http://twitter.com/heartlessbxtch,http://twitter.com/HeartlessBxtch/statuses/368148494332473344,2013-08-15T23:13:35Z,6,1389,543,,,,,,RT @90MinutsOHeaven @HeartlessBxtch frecking followed me today I am happy asf my whole day is made lol I'm gonna go sit in a corner and drink a Capri Sun now :),3.68148E+17,CUNT✝
http://twitter.com/nelsenseed94,http://twitter.com/Nelsenseed94/statuses/368146999435988992,2013-08-15T23:07:39Z,5,360,377,,,US,portland OR,,Can everyone in the Ikea staff cafeteria not judge me for bring a capri sun? That would be cool.,3.68147E+17,Catie Cat
http://twitter.com/90minutsoheaven,http://twitter.com/90MinutsOHeaven/statuses/368144355376119808,2013-08-15T22:57:08Z,4,226,481,,,,THE MOTHER FUCKING PITCH!!!,,@HeartlessBxtch frecking followed me today I am happy asf my whole day is made lol I'm gonna go sit in a corner and drink a Capri Sun now :),3.68144E+17,Joga⚽Bonito⚽
http://twitter.com/aleahmolina,http://twitter.com/AleahMolina/statuses/368142054754230272,2013-08-15T22:48:00Z,6,1198,471,,,,214 | 228 | 512 ☀,,“@Call_Em_Redd: “@AleahMolina: Capri Sun >>> Kool-aid” The fact I can't even choose between the two 😪” They're both still good though 😋,3.68142E+17,Aleah Tea
http://twitter.com/hanna_windberg,http://twitter.com/hanna_windberg/statuses/368141968057978880,2013-08-15T22:47:39Z,4,149,138,,,,,,has anybody else stabbed their straw through their capri sun before? not cool,3.68142E+17,hanna windberg ❁
http://twitter.com/toxicvonnex,http://twitter.com/toxicvonnex/statuses/368136400044310529,2013-08-15T22:25:32Z,6,974,331,,,,,,“@ajaduplessis: anyone remember those Capri sun purses?” if you didn't have one of those back in the day you weren't cool lol. 😂😳,3.68136E+17,Vonniee
http://twitter.com/mel8592,http://twitter.com/Mel8592/statuses/368131005271797760,2013-08-15T22:04:05Z,5,397,422,,,GB,"Nottingham, UK",,Rediscovered Capri-Sun's this week. Not had them in years but they are so good! #blastfromthepast,3.68131E+17,Mel O'Connor
http://twitter.com/__foreigncocky,http://twitter.com/__ForeignCOCKY/statuses/368129665413566464,2013-08-15T21:58:46Z,6,1279,1149,,,,Somewhere Chilling♡,,Pizza Rolls w/ Ranch & A Strawberry Kiwi Capri Sun >> I'm Good,3.6813E+17,Proud Role Player♡
